dataset,sequence,frame,detection_id,x,y,area_px,mean_intensity,std_intensity,max_intensity,integrated_intensity,intensity_weighted_x,intensity_weighted_y,bbox_x_min,bbox_y_min,bbox_x_max_exclusive,bbox_y_max_exclusive,source,image
PhC-C2DL-PSC,02,25,757,405.097403,120.737013,308,173.522727,28.342344,225.000000,53445.000000,404.936046,120.775526,394,106,423,134,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,766,550.325714,56.651429,175,185.137143,45.018517,255.000000,32399.000000,551.074663,57.021451,536,49,564,64,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,769,602.320652,99.750000,184,182.831522,41.485577,255.000000,33641.000000,602.414524,99.894355,592,91,616,108,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,772,601.913580,118.827160,162,205.549383,45.314546,255.000000,33299.000000,601.904382,118.989339,597,107,607,131,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,782,596.825806,162.425806,155,189.316129,40.065713,255.000000,29344.000000,596.798460,162.716671,592,149,603,173,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,785,597.523490,140.932886,149,171.436242,29.761991,251.000000,25544.000000,597.538287,141.017499,592,132,605,151,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,786,612.711538,159.685897,156,176.115385,33.105496,244.000000,27474.000000,612.767962,159.803014,605,150,621,166,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,791,631.786802,112.756345,197,157.187817,29.015666,235.000000,30966.000000,631.783763,112.900698,621,106,645,120,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,794,652.572289,66.234940,166,156.385542,37.077526,254.000000,25960.000000,652.747496,66.320686,649,52,658,80,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,802,687.733333,208.923810,105,204.466667,44.764371,255.000000,21469.000000,687.658438,209.014672,683,203,695,217,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,806,666.672727,212.905455,275,149.981818,28.349309,227.000000,41245.000000,666.814329,212.941181,655,198,676,230,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,813,586.419689,257.699482,193,199.860104,46.625907,255.000000,38573.000000,586.068571,257.853291,571,254,606,264,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,820,545.610487,280.093633,267,188.453184,41.325970,255.000000,50317.000000,545.892243,280.601765,531,258,559,294,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,827,659.542373,303.192090,177,196.146893,46.177390,255.000000,34718.000000,659.420762,303.040066,652,292,669,318,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,829,553.335404,333.857143,161,189.614907,35.632190,255.000000,30528.000000,553.577601,333.946344,543,325,561,341,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,837,411.151316,186.328947,152,207.256579,37.042738,255.000000,31503.000000,411.052186,186.385487,402,182,422,192,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,840,393.163158,170.831579,190,208.931579,39.367908,255.000000,39697.000000,393.293750,170.992015,386,163,403,180,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,841,430.981481,193.401235,162,180.814815,23.638017,245.000000,29292.000000,430.923085,193.414379,421,187,440,201,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,844,465.848958,198.046875,192,200.296875,41.793022,255.000000,38457.000000,466.342668,198.649427,452,188,478,207,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,847,454.907975,206.846626,163,215.337423,38.065849,255.000000,35100.000000,454.972650,206.921225,449,198,462,216,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,850,212.352273,154.412879,264,183.018939,40.416342,255.000000,48317.000000,211.488834,154.512553,192,147,239,160,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,853,176.482234,163.101523,197,211.477157,43.683283,255.000000,41661.000000,176.455750,163.238544,168,152,185,174,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,856,85.143460,251.232068,237,179.308017,40.368896,255.000000,42496.000000,84.319065,252.147473,71,234,100,263,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,857,93.932127,301.262443,221,178.452489,39.419587,255.000000,39438.000000,93.848015,301.875957,81,288,106,309,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,860,354.994764,281.607330,191,195.256545,33.264168,255.000000,37294.000000,355.016357,281.846624,341,273,367,290,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,863,366.239234,313.688995,209,211.401914,39.042257,255.000000,44183.000000,365.979268,313.550370,354,303,380,328,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,866,354.153846,368.046154,130,228.684615,30.695536,255.000000,29729.000000,354.190420,368.102930,348,361,361,376,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,869,355.668966,354.655172,145,208.937931,39.618564,255.000000,30296.000000,355.782017,355.160516,351,342,363,366,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,872,455.381395,374.469767,215,215.809302,40.662375,255.000000,46399.000000,455.249079,374.678010,444,369,469,382,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,879,568.819512,377.141463,205,198.682927,45.171456,255.000000,40730.000000,569.342990,377.010999,554,370,584,388,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,882,559.344037,444.908257,218,201.096330,43.301216,255.000000,43839.000000,559.050936,444.450717,552,430,570,463,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,885,670.145455,346.224242,165,178.812121,32.723375,238.000000,29504.000000,670.253898,346.301586,666,334,677,360,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,888,681.079710,410.115942,138,208.326087,44.605869,255.000000,28749.000000,681.037253,410.210999,671,407,692,415,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,893,655.582734,439.107914,139,214.985612,44.184373,255.000000,29883.000000,655.709768,439.163906,648,433,664,446,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,896,604.521739,436.864130,184,196.820652,46.005735,255.000000,36215.000000,604.563220,437.479277,600,420,610,453,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,899,638.884615,507.961538,156,207.224359,45.511280,255.000000,32327.000000,638.859684,508.086244,631,498,647,519,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,900,523.801136,528.965909,176,195.801136,44.359459,255.000000,34461.000000,523.890920,529.245263,517,514,532,545,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,905,462.471503,546.797927,193,203.989637,44.049429,255.000000,39370.000000,462.332233,547.085319,449,536,477,557,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,910,431.691729,539.812030,133,193.924812,38.021684,255.000000,25792.000000,431.938624,539.976272,419,534,441,547,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,911,392.849673,503.169935,153,211.503268,40.123197,255.000000,32360.000000,392.879574,503.400958,386,492,400,516,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,915,367.150685,552.219178,146,203.595890,35.644858,255.000000,29725.000000,366.768478,552.058907,358,547,379,559,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,916,354.467290,543.981308,107,204.813084,37.707465,255.000000,21915.000000,354.537029,544.291855,350,538,360,552,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,924,349.896296,438.940741,270,198.988889,36.558779,255.000000,53727.000000,349.835781,439.750051,345,409,357,465,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,927,260.169291,426.059055,254,204.110236,43.893523,255.000000,51844.000000,259.857534,426.478107,243,416,278,434,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,930,220.414449,469.756654,263,188.361217,39.454969,255.000000,49539.000000,220.234966,470.159995,213,443,240,492,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,933,198.517094,519.850427,234,211.158120,43.151549,255.000000,49411.000000,198.595252,520.266479,191,505,208,533,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,941,233.966387,395.025210,119,206.697479,35.408909,255.000000,24597.000000,233.848071,395.172297,228,389,241,403,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,942,214.035354,366.035354,198,200.469697,40.349316,255.000000,39693.000000,213.756279,366.023757,200,356,230,378,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,944,102.949153,551.627119,177,206.581921,45.508245,255.000000,36565.000000,102.988131,551.899494,98,538,109,566,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,948,33.248148,533.366667,270,194.259259,50.758464,255.000000,52450.000000,33.261487,533.521868,18,521,47,548,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,957,101.676923,495.394872,195,216.005128,42.056311,255.000000,42121.000000,101.612711,495.787731,97,482,107,509,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,958,85.436090,468.586466,133,211.609023,41.864234,255.000000,28144.000000,85.443292,468.644080,79,460,92,478,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,959,104.396226,446.779874,159,198.723270,42.668963,255.000000,31597.000000,104.285312,447.073077,100,435,110,458,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,960,654.366559,20.630225,311,181.591640,54.528648,255.000000,56475.000000,654.067694,20.604320,636,3,675,36,computer_silver_segmentation,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,967,106.023810,22.583333,168,145.577381,26.256178,213.000000,24457.000000,105.994317,22.494869,99,13,115,35,computer_silver_segmentation,Train Data/02/t025.tif
