dataset,sequence,frame,detection_id,x,y,area_px,mean_intensity,std_intensity,max_intensity,integrated_intensity,intensity_weighted_x,intensity_weighted_y,bbox_x_min,bbox_y_min,bbox_x_max_exclusive,bbox_y_max_exclusive,source,image
PhC-C2DL-PSC,02,25,827,658.000000,301.500000,12,255.000000,0.000000,255.000000,3060.000000,658.000000,301.500000,657,300,660,304,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,829,553.000000,337.000000,9,217.555556,17.613827,241.000000,1958.000000,552.995403,336.934627,552,336,555,339,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,837,412.000000,188.000000,9,250.666667,6.289321,255.000000,2256.000000,411.997340,187.982713,411,187,414,190,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,840,394.000000,171.000000,9,255.000000,0.000000,255.000000,2295.000000,394.000000,171.000000,393,170,396,173,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,841,430.000000,194.000000,9,202.000000,8.178563,214.000000,1818.000000,430.005501,193.970297,429,193,432,196,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,844,468.000000,201.000000,9,251.111111,4.976488,255.000000,2260.000000,468.001770,201.014159,467,200,470,203,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,847,455.000000,209.000000,9,255.000000,0.000000,255.000000,2295.000000,455.000000,209.000000,454,208,457,211,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,850,204.000000,155.000000,9,248.777778,6.712803,255.000000,2239.000000,204.014292,154.987494,203,154,206,157,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,853,176.000000,164.000000,9,255.000000,0.000000,255.000000,2295.000000,176.000000,164.000000,175,163,178,166,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,856,81.000000,256.000000,9,247.000000,4.055175,255.000000,2223.000000,81.005848,255.995951,80,255,83,258,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,857,92.000000,304.000000,9,250.444444,7.119786,255.000000,2254.000000,91.994676,304.018190,91,303,94,306,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,860,354.000000,283.000000,9,249.888889,4.458312,254.000000,2249.000000,354.006225,283.004891,353,282,356,285,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,863,366.000000,313.000000,9,255.000000,0.000000,255.000000,2295.000000,366.000000,313.000000,365,312,368,315,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,866,353.000000,369.000000,9,254.888889,0.314270,255.000000,2294.000000,353.000436,368.999564,352,368,355,371,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,869,355.000000,357.000000,9,255.000000,0.000000,255.000000,2295.000000,355.000000,357.000000,354,356,357,359,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,872,453.000000,373.000000,9,252.444444,5.438773,255.000000,2272.000000,453.007482,373.010123,452,372,455,375,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,879,572.000000,376.000000,9,255.000000,0.000000,255.000000,2295.000000,572.000000,376.000000,571,375,574,378,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,882,558.000000,445.000000,9,255.000000,0.000000,255.000000,2295.000000,558.000000,445.000000,557,444,560,447,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,885,671.000000,349.000000,9,214.000000,9.463380,228.000000,1926.000000,670.966251,349.004673,670,348,673,351,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,888,681.000000,411.000000,9,255.000000,0.000000,255.000000,2295.000000,681.000000,411.000000,680,410,683,413,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,893,655.000000,440.000000,9,255.000000,0.000000,255.000000,2295.000000,655.000000,440.000000,654,439,657,442,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,896,604.000000,440.000000,9,255.000000,0.000000,255.000000,2295.000000,604.000000,440.000000,603,439,606,442,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,899,638.000000,508.000000,9,255.000000,0.000000,255.000000,2295.000000,638.000000,508.000000,637,507,640,510,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,900,524.000000,531.000000,9,255.000000,0.000000,255.000000,2295.000000,524.000000,531.000000,523,530,526,533,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,905,463.000000,548.000000,9,254.333333,1.885618,255.000000,2289.000000,462.997379,547.997379,462,547,465,550,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,910,432.000000,540.000000,9,248.777778,8.854099,255.000000,2239.000000,431.998213,540.025011,431,539,434,542,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,911,394.000000,506.000000,9,255.000000,0.000000,255.000000,2295.000000,394.000000,506.000000,393,505,396,508,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,915,366.000000,549.000000,9,248.888889,9.362389,255.000000,2240.000000,365.997768,549.024554,365,548,368,551,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,916,354.000000,545.000000,9,252.666667,3.197221,255.000000,2274.000000,353.996922,545.000000,353,544,356,547,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,924,349.000000,438.000000,9,239.000000,3.431877,244.000000,2151.000000,349.002325,438.009763,348,437,351,440,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,927,258.000000,429.000000,9,255.000000,0.000000,255.000000,2295.000000,258.000000,429.000000,257,428,260,431,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,930,218.000000,471.000000,9,255.000000,0.000000,255.000000,2295.000000,218.000000,471.000000,217,470,220,473,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,933,199.000000,522.000000,9,255.000000,0.000000,255.000000,2295.000000,199.000000,522.000000,198,521,201,524,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,941,234.000000,397.000000,9,254.888889,0.314270,255.000000,2294.000000,233.999564,397.000436,233,396,236,399,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,942,214.000000,366.000000,9,251.333333,8.459052,255.000000,2262.000000,213.988064,366.014589,213,365,216,368,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,944,102.000000,548.000000,9,255.000000,0.000000,255.000000,2295.000000,102.000000,548.000000,101,547,104,550,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,948,31.000000,532.000000,9,255.000000,0.000000,255.000000,2295.000000,31.000000,532.000000,30,531,33,534,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,957,102.000000,497.000000,9,255.000000,0.000000,255.000000,2295.000000,102.000000,497.000000,101,496,104,499,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,958,85.000000,469.000000,9,255.000000,0.000000,255.000000,2295.000000,85.000000,469.000000,84,468,87,471,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,959,104.500000,447.000000,12,253.416667,3.121387,255.000000,3041.000000,104.494574,447.003288,103,446,107,449,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,960,662.000000,28.000000,9,225.222222,29.449685,255.000000,2027.000000,662.026147,27.901332,661,27,664,30,human_gold_tracking_marker,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,967,104.000000,27.000000,9,164.000000,17.732581,193.000000,1476.000000,103.987805,26.917344,103,26,106,29,human_gold_tracking_marker,Train Data/02/t025.tif
