dataset,sequence,frame,detection_id,x,y,area_px,mean_intensity,std_intensity,max_intensity,integrated_intensity,intensity_weighted_x,intensity_weighted_y,bbox_x_min,bbox_y_min,bbox_x_max_exclusive,bbox_y_max_exclusive,source,image
PhC-C2DL-PSC,02,25,45,554.129412,334.841176,170,189.482353,33.539656,255.000000,32212.000000,554.197721,334.723519,544,327,562,342,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,46,670.591623,347.465969,191,173.811518,32.835080,238.000000,33198.000000,670.593921,347.254323,665,335,678,361,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,47,354.821429,363.103571,280,218.442857,35.764662,255.000000,61164.000000,354.891358,363.124305,348,341,362,404,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,48,214.042857,367.142857,210,200.223810,38.132131,255.000000,42047.000000,213.750850,366.894570,201,357,230,379,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,49,455.004444,375.524444,225,216.257778,37.245077,255.000000,48658.000000,454.945867,375.455814,442,370,470,382,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,50,569.237443,377.990868,219,198.260274,42.187782,255.000000,43419.000000,569.648172,377.640503,553,371,584,389,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,51,233.389706,396.007353,136,202.433824,34.640316,255.000000,27531.000000,233.400966,395.931822,227,389,240,405,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,52,681.784091,410.971591,176,194.846591,47.215467,255.000000,34293.000000,681.539556,410.835914,671,407,694,417,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,53,259.717949,427.179487,234,211.247863,39.188326,255.000000,49432.000000,259.528059,427.312025,241,415,280,435,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,54,605.004808,437.206731,208,192.057692,45.013316,255.000000,39948.000000,604.923776,437.696030,601,416,610,454,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,55,350.695925,440.755486,319,192.959248,36.560187,255.000000,61554.000000,350.480391,441.139390,345,404,364,473,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,56,656.273810,439.785714,168,204.416667,46.358003,255.000000,34342.000000,656.185691,439.658028,648,433,665,447,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,57,561.084677,448.080645,248,194.588710,44.334508,255.000000,48258.000000,560.330204,446.780720,552,433,576,470,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,58,103.668790,447.955414,157,201.840764,38.971574,255.000000,31689.000000,103.760106,447.879958,99,438,110,458,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,59,85.219178,469.253425,146,206.342466,43.351769,255.000000,30126.000000,85.291409,469.119033,79,461,92,478,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,60,221.704478,470.600000,335,181.456716,37.400899,255.000000,60788.000000,221.326676,470.803876,212,439,243,496,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,61,471.373134,480.738806,134,209.716418,39.133833,255.000000,28102.000000,471.410149,480.641912,464,475,478,488,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,62,101.382353,496.681373,204,214.053922,41.804189,255.000000,43667.000000,101.409554,496.646896,97,483,107,510,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,63,392.840491,504.380368,163,209.987730,38.665466,255.000000,34228.000000,392.856346,504.290376,387,494,400,516,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,64,638.901099,508.637363,182,197.862637,48.009818,255.000000,36011.000000,638.878343,508.555747,631,498,647,521,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,65,198.767932,521.978903,237,212.953586,39.755078,255.000000,50470.000000,198.761898,521.783693,191,508,208,536,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,66,524.434783,530.532609,184,194.586957,43.499288,255.000000,35804.000000,524.346358,530.388588,518,514,534,548,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,67,30.935484,532.683871,310,185.587097,52.766349,255.000000,57532.000000,31.806977,533.147396,10,518,47,549,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,68,432.790210,541.251748,143,193.685315,35.474490,255.000000,27697.000000,432.769686,541.125248,424,535,442,548,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,69,354.522124,545.168142,113,204.017699,35.956213,255.000000,23054.000000,354.569706,545.179578,350,539,361,553,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,70,102.984536,553.195876,194,201.979381,45.798636,255.000000,39184.000000,102.997116,552.969630,98,540,109,567,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,71,461.640000,548.525000,200,205.790000,39.952921,255.000000,41158.000000,461.778269,548.343676,449,540,473,557,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,72,367.292398,552.912281,171,197.619883,36.062997,255.000000,33793.000000,366.897671,552.640695,357,547,381,560,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,73,636.178862,564.276423,123,172.845528,45.138276,255.000000,21260.000000,636.148071,564.220273,630,558,643,572,prediction,Train Data/02/t025.tif
PhC-C2DL-PSC,02,25,74,291.465753,566.130137,146,211.828767,40.859660,255.000000,30927.000000,291.839202,566.822550,284,554,301,575,prediction,Train Data/02/t025.tif
