sequence,frame,detection_id,x_px,y_px,area_px,source
01,1,1074,437.0,330.0,9,human_tracking_gold
01,1,1077,468.0,391.0,9,human_tracking_gold
01,1,1087,551.0,290.0,9,human_tracking_gold
01,1,1088,537.0,276.0,9,human_tracking_gold
01,1,1092,385.0,102.0,9,human_tracking_gold
01,1,1099,384.0,119.0,9,human_tracking_gold
01,1,1113,458.0,106.0,9,human_tracking_gold
01,1,1117,445.0,98.0,9,human_tracking_gold
01,1,1125,477.0,97.0,9,human_tracking_gold
01,1,1133,524.0,157.0,9,human_tracking_gold
01,1,1136,528.0,185.0,9,human_tracking_gold
01,1,1140,581.0,103.0,9,human_tracking_gold
01,1,1160,530.0,224.0,9,human_tracking_gold
01,1,1164,502.0,246.0,9,human_tracking_gold
01,1,1168,504.0,262.0,9,human_tracking_gold
01,1,1172,584.0,280.0,9,human_tracking_gold
01,1,1179,591.0,274.0,9,human_tracking_gold
01,1,1180,424.0,270.0,9,human_tracking_gold
01,1,1187,579.0,215.0,9,human_tracking_gold
01,1,1200,424.0,39.0,9,human_tracking_gold
01,1,1203,462.0,62.0,9,human_tracking_gold
01,1,1211,477.0,73.0,9,human_tracking_gold
01,1,1223,474.0,29.0,9,human_tracking_gold
01,1,1229,653.0,342.0,1,human_tracking_gold
01,1,1233,670.0,305.0,9,human_tracking_gold
01,1,1239,572.0,118.0,9,human_tracking_gold
01,1,1249,344.0,49.0,9,human_tracking_gold
01,1,1250,338.0,28.0,9,human_tracking_gold
01,1,1268,115.0,29.0,1,human_tracking_gold
01,1,1292,24.0,272.0,1,human_tracking_gold
01,2,845,85.0,115.0,9,human_tracking_gold
01,2,855,72.0,124.0,9,human_tracking_gold
01,2,861,166.0,150.0,9,human_tracking_gold
01,2,865,118.0,197.0,9,human_tracking_gold
01,2,872,107.0,235.0,9,human_tracking_gold
01,2,874,123.0,237.0,9,human_tracking_gold
01,2,878,131.0,250.0,9,human_tracking_gold
01,2,879,92.0,57.0,9,human_tracking_gold
01,2,880,678.0,147.0,9,human_tracking_gold
01,2,881,210.0,97.0,9,human_tracking_gold
01,2,896,268.0,112.0,9,human_tracking_gold
01,2,901,257.0,110.0,9,human_tracking_gold
01,2,905,272.0,150.0,9,human_tracking_gold
01,2,909,610.0,423.0,9,human_tracking_gold
01,2,919,588.0,450.0,9,human_tracking_gold
01,2,923,559.0,450.0,9,human_tracking_gold
01,2,926,634.0,487.0,9,human_tracking_gold
01,2,927,650.0,496.0,9,human_tracking_gold
01,2,934,682.0,462.0,9,human_tracking_gold
01,2,935,148.0,334.0,9,human_tracking_gold
01,2,944,166.0,290.0,9,human_tracking_gold
01,2,954,201.0,314.0,9,human_tracking_gold
01,2,960,212.0,376.0,9,human_tracking_gold
01,2,966,230.0,363.0,9,human_tracking_gold
01,2,976,153.0,413.0,9,human_tracking_gold
01,2,977,167.5,417.0,12,human_tracking_gold
01,2,981,49.0,437.0,9,human_tracking_gold
01,2,985,155.0,479.0,9,human_tracking_gold
01,2,987,150.0,500.0,9,human_tracking_gold
01,2,990,210.0,518.0,9,human_tracking_gold
01,2,991,297.0,324.0,9,human_tracking_gold
01,2,999,342.0,370.0,9,human_tracking_gold
01,2,1005,340.0,312.0,9,human_tracking_gold
01,2,1006,609.0,288.0,9,human_tracking_gold
01,2,1015,603.0,227.0,9,human_tracking_gold
01,2,1024,566.0,259.0,9,human_tracking_gold
01,2,1028,284.0,547.0,1,human_tracking_gold
01,2,1029,384.0,459.0,9,human_tracking_gold
01,2,1035,361.0,420.0,9,human_tracking_gold
01,2,1041,518.0,504.0,9,human_tracking_gold
01,2,1045,518.0,479.0,9,human_tracking_gold
01,2,1048,472.0,538.0,9,human_tracking_gold
01,2,1055,457.0,547.0,9,human_tracking_gold
01,2,1056,605.0,530.0,9,human_tracking_gold
01,2,1067,673.0,390.0,9,human_tracking_gold
01,2,1074,437.0,330.0,9,human_tracking_gold
01,2,1077,468.0,391.0,9,human_tracking_gold
01,2,1087,551.0,290.0,9,human_tracking_gold
01,2,1088,537.0,276.0,9,human_tracking_gold
01,2,1092,386.0,101.0,9,human_tracking_gold
01,2,1099,384.0,119.5,12,human_tracking_gold
01,2,1113,454.0,107.0,9,human_tracking_gold
01,2,1117,445.0,98.0,9,human_tracking_gold
01,2,1125,476.0,97.0,9,human_tracking_gold
01,2,1133,524.0,157.0,9,human_tracking_gold
01,2,1136,528.0,185.0,9,human_tracking_gold
01,2,1140,581.0,103.0,9,human_tracking_gold
01,2,1160,530.0,225.0,9,human_tracking_gold
01,2,1164,502.0,246.0,9,human_tracking_gold
01,2,1168,504.0,262.0,9,human_tracking_gold
01,2,1172,583.5,280.0,12,human_tracking_gold
01,2,1179,591.0,274.0,9,human_tracking_gold
01,2,1180,424.0,270.0,9,human_tracking_gold
01,2,1187,579.0,215.0,9,human_tracking_gold
01,2,1200,424.0,39.0,9,human_tracking_gold
01,2,1203,462.0,62.0,9,human_tracking_gold
01,2,1211,477.0,73.0,9,human_tracking_gold
01,2,1223,474.0,29.0,9,human_tracking_gold
01,2,1229,653.0,342.0,1,human_tracking_gold
01,2,1233,670.0,305.0,9,human_tracking_gold
01,2,1239,572.0,118.0,9,human_tracking_gold
01,2,1249,344.0,49.0,9,human_tracking_gold
01,2,1250,338.0,28.0,9,human_tracking_gold
01,2,1268,115.0,29.0,1,human_tracking_gold
01,2,1292,23.0,273.0,1,human_tracking_gold
01,3,845,82.0,112.0,9,human_tracking_gold
01,3,855,71.5,124.0,12,human_tracking_gold
01,3,861,163.0,151.0,9,human_tracking_gold
01,3,865,117.0,196.0,9,human_tracking_gold
01,3,872,106.0,235.0,9,human_tracking_gold
01,3,874,123.0,237.0,9,human_tracking_gold
01,3,878,130.0,250.0,9,human_tracking_gold
01,3,879,92.0,57.0,9,human_tracking_gold
01,3,880,678.0,147.0,9,human_tracking_gold
01,3,881,208.0,99.0,9,human_tracking_gold
01,3,896,272.0,114.0,9,human_tracking_gold
01,3,901,257.0,110.0,9,human_tracking_gold
01,3,905,272.0,150.0,9,human_tracking_gold
01,3,909,610.0,423.0,9,human_tracking_gold
01,3,919,587.0,450.0,9,human_tracking_gold
01,3,923,559.0,450.0,9,human_tracking_gold
01,3,926,634.0,488.0,9,human_tracking_gold
01,3,927,650.0,497.0,9,human_tracking_gold
01,3,934,681.0,461.0,9,human_tracking_gold
01,3,935,148.0,334.0,9,human_tracking_gold
01,3,944,166.0,290.0,9,human_tracking_gold
01,3,954,201.0,314.0,9,human_tracking_gold
01,3,960,211.0,377.0,9,human_tracking_gold
01,3,966,230.0,363.0,9,human_tracking_gold
01,3,976,153.0,413.0,9,human_tracking_gold
01,3,977,167.5,417.0,12,human_tracking_gold
01,3,981,47.0,438.0,9,human_tracking_gold
01,3,985,154.0,480.0,9,human_tracking_gold
01,3,987,147.0,500.0,9,human_tracking_gold
01,3,990,210.0,518.0,9,human_tracking_gold
01,3,991,296.0,324.0,9,human_tracking_gold
01,3,999,342.0,370.0,9,human_tracking_gold
01,3,1005,341.0,314.0,9,human_tracking_gold
01,3,1006,609.0,289.0,9,human_tracking_gold
01,3,1015,603.0,227.0,9,human_tracking_gold
01,3,1024,566.0,259.0,9,human_tracking_gold
01,3,1028,284.0,546.0,1,human_tracking_gold
01,3,1029,384.0,462.0,9,human_tracking_gold
01,3,1035,361.0,420.0,9,human_tracking_gold
01,3,1041,517.0,504.0,9,human_tracking_gold
01,3,1045,517.0,479.0,9,human_tracking_gold
01,3,1048,472.0,538.0,9,human_tracking_gold
01,3,1055,457.0,548.0,9,human_tracking_gold
01,3,1056,605.0,530.0,9,human_tracking_gold
01,3,1067,673.0,390.0,9,human_tracking_gold
01,3,1074,437.0,330.0,9,human_tracking_gold
01,3,1077,468.0,391.0,9,human_tracking_gold
01,3,1087,550.0,287.0,9,human_tracking_gold
01,3,1088,537.0,276.0,9,human_tracking_gold
01,3,1092,386.0,101.0,9,human_tracking_gold
01,3,1099,384.0,120.0,9,human_tracking_gold
01,3,1113,455.0,108.0,9,human_tracking_gold
01,3,1117,444.0,97.0,9,human_tracking_gold
01,3,1125,476.0,97.0,9,human_tracking_gold
01,3,1133,522.0,157.0,9,human_tracking_gold
01,3,1136,528.0,185.0,9,human_tracking_gold
01,3,1140,582.0,103.0,9,human_tracking_gold
01,3,1160,530.0,225.0,9,human_tracking_gold
01,3,1164,502.0,244.0,9,human_tracking_gold
01,3,1168,504.0,262.0,9,human_tracking_gold
01,3,1172,583.0,280.0,9,human_tracking_gold
01,3,1179,591.0,274.0,9,human_tracking_gold
01,3,1180,424.0,270.0,9,human_tracking_gold
01,3,1187,579.0,215.0,9,human_tracking_gold
01,3,1200,424.0,39.0,9,human_tracking_gold
01,3,1203,462.0,62.0,9,human_tracking_gold
01,3,1211,476.5882352941176,74.05882352941177,17,human_tracking_gold
01,3,1223,474.0,29.0,9,human_tracking_gold
01,3,1229,653.0,342.0,1,human_tracking_gold
01,3,1233,670.0,305.0,9,human_tracking_gold
01,3,1239,572.0,118.0,9,human_tracking_gold
01,3,1249,344.0,49.0,9,human_tracking_gold
01,3,1250,338.0,28.0,9,human_tracking_gold
01,3,1268,115.5,29.0,2,human_tracking_gold
01,3,1292,23.0,274.0,1,human_tracking_gold
01,4,845,86.0,113.0,9,human_tracking_gold
01,4,855,69.0,124.0,9,human_tracking_gold
01,4,861,163.0,151.0,9,human_tracking_gold
01,4,865,117.0,196.5,12,human_tracking_gold
01,4,872,106.0,235.0,9,human_tracking_gold
01,4,874,124.0,237.0,9,human_tracking_gold
01,4,878,130.0,250.0,9,human_tracking_gold
01,4,879,91.0,57.0,9,human_tracking_gold
01,4,880,678.0,147.0,9,human_tracking_gold
01,4,881,208.0,99.0,9,human_tracking_gold
01,4,896,272.0,114.0,9,human_tracking_gold
01,4,901,257.0,110.0,9,human_tracking_gold
01,4,905,272.0,150.0,9,human_tracking_gold
01,4,909,610.0,423.0,9,human_tracking_gold
01,4,919,587.0,450.0,9,human_tracking_gold
01,4,923,558.0,450.0,9,human_tracking_gold
01,4,926,634.0,488.0,9,human_tracking_gold
01,4,927,648.0,498.0,9,human_tracking_gold
01,4,934,680.5,461.0,12,human_tracking_gold
01,4,935,148.0,334.0,9,human_tracking_gold
01,4,944,166.0,292.0,9,human_tracking_gold
01,4,954,200.0,315.0,9,human_tracking_gold
01,4,960,211.0,377.0,9,human_tracking_gold
01,4,966,230.0,363.0,9,human_tracking_gold
01,4,976,153.0,413.0,9,human_tracking_gold
01,4,977,167.0,417.0,9,human_tracking_gold
01,4,981,48.0,438.0,9,human_tracking_gold
01,4,985,154.0,480.0,9,human_tracking_gold
01,4,987,147.0,500.0,9,human_tracking_gold
01,4,990,210.0,518.0,9,human_tracking_gold
01,4,991,296.0,324.0,9,human_tracking_gold
01,4,999,342.0,370.0,9,human_tracking_gold
01,4,1005,341.0,313.0,9,human_tracking_gold
01,4,1006,609.0,290.0,9,human_tracking_gold
01,4,1015,603.0,227.0,9,human_tracking_gold
01,4,1024,564.0,260.0,9,human_tracking_gold
01,4,1028,284.0,546.0,1,human_tracking_gold
01,4,1029,384.0,462.0,9,human_tracking_gold
01,4,1035,360.0,419.0,9,human_tracking_gold
01,4,1041,516.0,506.0,9,human_tracking_gold
01,4,1045,517.0,479.0,9,human_tracking_gold
01,4,1048,472.0,539.0,9,human_tracking_gold
01,4,1055,456.0,548.0,9,human_tracking_gold
01,4,1056,605.0,530.0,9,human_tracking_gold
01,4,1067,672.0,390.5,12,human_tracking_gold
01,4,1074,436.0,330.0,9,human_tracking_gold
01,4,1077,468.0,391.0,9,human_tracking_gold
01,4,1087,550.0,287.0,9,human_tracking_gold
01,4,1088,537.0,277.0,9,human_tracking_gold
01,4,1092,386.0,101.0,9,human_tracking_gold
01,4,1099,383.0,120.0,9,human_tracking_gold
01,4,1114,461.0,107.0,9,human_tracking_gold
01,4,1116,443.0,108.0,9,human_tracking_gold
01,4,1117,444.0,97.0,9,human_tracking_gold
01,4,1125,476.0,97.0,9,human_tracking_gold
01,4,1133,522.0,157.0,9,human_tracking_gold
01,4,1136,527.0,185.0,9,human_tracking_gold
01,4,1140,582.0,103.0,9,human_tracking_gold
01,4,1160,530.0,225.0,9,human_tracking_gold
01,4,1164,502.0,244.0,9,human_tracking_gold
01,4,1168,502.0,261.0,9,human_tracking_gold
01,4,1172,583.0,280.0,9,human_tracking_gold
01,4,1179,591.0,274.0,9,human_tracking_gold
01,4,1180,424.0,270.0,9,human_tracking_gold
01,4,1187,579.0,215.0,9,human_tracking_gold
01,4,1200,423.0,39.0,9,human_tracking_gold
01,4,1203,461.5,62.0,12,human_tracking_gold
01,4,1211,476.0,74.0,9,human_tracking_gold
01,4,1223,474.0,28.0,9,human_tracking_gold
01,4,1229,653.0,342.0,1,human_tracking_gold
01,4,1233,670.0,305.0,9,human_tracking_gold
01,4,1239,572.0,117.0,9,human_tracking_gold
01,4,1249,344.0,49.0,9,human_tracking_gold
01,4,1250,339.0,29.0,9,human_tracking_gold
01,4,1268,116.0,31.0,3,human_tracking_gold
01,4,1292,23.0,274.0,1,human_tracking_gold
01,5,845,86.0,113.0,9,human_tracking_gold
01,5,855,69.0,123.0,9,human_tracking_gold
01,5,861,163.0,151.0,9,human_tracking_gold
01,5,865,117.0,197.0,9,human_tracking_gold
01,5,872,106.0,235.0,9,human_tracking_gold
01,5,874,124.0,236.0,9,human_tracking_gold
01,5,878,130.0,251.0,15,human_tracking_gold
01,5,879,91.0,57.0,9,human_tracking_gold
01,5,880,678.0,148.0,9,human_tracking_gold
01,5,881,208.0,99.0,9,human_tracking_gold
01,5,896,273.0,113.0,9,human_tracking_gold
01,5,901,258.0,109.0,9,human_tracking_gold
01,5,905,272.0,150.0,9,human_tracking_gold
01,5,909,610.0,423.0,9,human_tracking_gold
01,5,919,587.0,450.0,9,human_tracking_gold
01,5,923,558.0,450.0,9,human_tracking_gold
01,5,926,634.0,488.0,9,human_tracking_gold
01,5,927,648.0,498.0,9,human_tracking_gold
01,5,934,680.0,461.0,9,human_tracking_gold
01,5,935,150.0,334.0,9,human_tracking_gold
01,5,944,166.0,292.0,9,human_tracking_gold
01,5,954,201.0,313.0,9,human_tracking_gold
01,5,960,211.0,377.0,9,human_tracking_gold
01,5,966,230.0,363.0,9,human_tracking_gold
01,5,976,153.0,413.0,9,human_tracking_gold
01,5,977,167.0,417.0,9,human_tracking_gold
01,5,981,48.0,437.0,9,human_tracking_gold
01,5,985,154.0,480.0,9,human_tracking_gold
01,5,987,147.0,500.0,9,human_tracking_gold
01,5,990,210.0,518.0,9,human_tracking_gold
01,5,991,296.0,324.0,9,human_tracking_gold
01,5,999,342.0,370.0,9,human_tracking_gold
01,5,1005,341.0,313.0,9,human_tracking_gold
01,5,1006,609.0,290.0,9,human_tracking_gold
01,5,1015,603.0,227.0,9,human_tracking_gold
01,5,1024,564.0,260.0,9,human_tracking_gold
01,5,1028,284.0,546.0,1,human_tracking_gold
01,5,1029,384.0,462.0,9,human_tracking_gold
01,5,1035,360.0,419.0,9,human_tracking_gold
01,5,1041,516.0,506.0,9,human_tracking_gold
01,5,1045,518.0,479.0,9,human_tracking_gold
01,5,1048,470.0,538.0,9,human_tracking_gold
01,5,1055,456.0,548.0,9,human_tracking_gold
01,5,1056,605.0,530.0,9,human_tracking_gold
01,5,1067,672.0,391.0,9,human_tracking_gold
01,5,1074,436.0,330.0,9,human_tracking_gold
01,5,1077,468.0,391.0,9,human_tracking_gold
01,5,1087,550.0,285.0,9,human_tracking_gold
01,5,1088,537.0,276.0,9,human_tracking_gold
01,5,1092,388.0,100.0,9,human_tracking_gold
01,5,1099,383.0,120.0,9,human_tracking_gold
01,5,1114,464.0,106.0,9,human_tracking_gold
01,5,1116,441.5,106.0,12,human_tracking_gold
01,5,1117,443.0,96.0,9,human_tracking_gold
01,5,1125,476.0,97.0,9,human_tracking_gold
01,5,1133,523.0,157.0,9,human_tracking_gold
01,5,1136,528.0,184.0,9,human_tracking_gold
01,5,1140,582.0,103.5,12,human_tracking_gold
01,5,1160,530.0,225.0,9,human_tracking_gold
01,5,1164,502.0,244.0,9,human_tracking_gold
01,5,1168,502.0,261.0,9,human_tracking_gold
01,5,1172,583.0,281.0,9,human_tracking_gold
01,5,1179,591.0,274.0,9,human_tracking_gold
01,5,1180,424.0,270.0,9,human_tracking_gold
01,5,1187,579.0,215.0,9,human_tracking_gold
01,5,1200,423.0,39.0,9,human_tracking_gold
01,5,1203,461.0,62.0,9,human_tracking_gold
01,5,1211,476.0,75.0,9,human_tracking_gold
01,5,1223,474.0,28.0,9,human_tracking_gold
01,5,1229,653.0,342.0,1,human_tracking_gold
01,5,1233,670.0,304.0,9,human_tracking_gold
01,5,1239,572.0,117.0,9,human_tracking_gold
01,5,1249,343.0,51.0,9,human_tracking_gold
01,5,1250,339.0,29.0,9,human_tracking_gold
01,5,1268,116.0,33.0,1,human_tracking_gold
01,5,1292,23.0,274.0,1,human_tracking_gold
01,6,845,86.0,110.0,9,human_tracking_gold
01,6,855,69.0,123.0,9,human_tracking_gold
01,6,861,163.0,151.0,9,human_tracking_gold
01,6,865,118.0,197.0,9,human_tracking_gold
01,6,872,106.0,235.0,9,human_tracking_gold
01,6,874,124.0,236.0,9,human_tracking_gold
01,6,878,130.0,254.0,9,human_tracking_gold
01,6,879,91.0,57.0,9,human_tracking_gold
01,6,880,678.0,148.0,9,human_tracking_gold
01,6,881,210.0,100.0,9,human_tracking_gold
01,6,896,275.0,114.0,9,human_tracking_gold
01,6,901,258.0,109.0,9,human_tracking_gold
01,6,905,272.0,150.0,9,human_tracking_gold
01,6,909,609.0,423.0,9,human_tracking_gold
01,6,919,587.0,450.0,9,human_tracking_gold
01,6,923,558.0,450.0,9,human_tracking_gold
01,6,926,634.0,488.0,9,human_tracking_gold
01,6,927,648.0,497.0,9,human_tracking_gold
01,6,934,680.0,461.0,9,human_tracking_gold
01,6,935,150.0,334.0,9,human_tracking_gold
01,6,944,166.0,292.0,9,human_tracking_gold
01,6,954,201.0,313.0,9,human_tracking_gold
01,6,960,211.0,377.0,9,human_tracking_gold
01,6,966,230.0,363.0,9,human_tracking_gold
01,6,976,154.0,414.0,9,human_tracking_gold
01,6,977,167.0,417.0,9,human_tracking_gold
01,6,981,48.0,437.0,9,human_tracking_gold
01,6,985,154.0,480.0,9,human_tracking_gold
01,6,987,148.0,499.0,9,human_tracking_gold
01,6,990,210.0,518.0,9,human_tracking_gold
01,6,991,296.0,324.0,9,human_tracking_gold
01,6,999,342.0,370.0,9,human_tracking_gold
01,6,1005,341.0,313.0,9,human_tracking_gold
01,6,1006,609.0,290.0,9,human_tracking_gold
01,6,1015,603.0,227.0,9,human_tracking_gold
01,6,1024,564.0,260.0,9,human_tracking_gold
01,6,1028,284.0,546.0,1,human_tracking_gold
01,6,1029,386.0,463.0,9,human_tracking_gold
01,6,1035,360.0,419.0,9,human_tracking_gold
01,6,1041,516.0,506.0,9,human_tracking_gold
01,6,1045,518.0,479.0,9,human_tracking_gold
01,6,1048,470.5,538.0,12,human_tracking_gold
01,6,1055,456.0,548.0,9,human_tracking_gold
01,6,1056,604.0,530.0,9,human_tracking_gold
01,6,1067,673.0,391.0,9,human_tracking_gold
01,6,1074,437.0,329.0,9,human_tracking_gold
01,6,1077,468.0,391.0,9,human_tracking_gold
01,6,1087,550.0,285.0,9,human_tracking_gold
01,6,1088,537.0,276.0,9,human_tracking_gold
01,6,1092,388.0,100.0,9,human_tracking_gold
01,6,1099,384.0,121.0,9,human_tracking_gold
01,6,1114,466.0,106.0,9,human_tracking_gold
01,6,1116,438.0,105.0,9,human_tracking_gold
01,6,1117,443.0,96.0,9,human_tracking_gold
01,6,1125,477.0,97.0,9,human_tracking_gold
01,6,1133,523.0,157.0,9,human_tracking_gold
01,6,1136,528.0,184.0,9,human_tracking_gold
01,6,1140,582.0,104.0,9,human_tracking_gold
01,6,1160,530.0,225.0,9,human_tracking_gold
01,6,1164,501.0,244.0,9,human_tracking_gold
01,6,1168,502.0,261.0,9,human_tracking_gold
01,6,1172,583.0,281.0,9,human_tracking_gold
01,6,1179,591.0,274.0,9,human_tracking_gold
01,6,1180,424.0,270.0,9,human_tracking_gold
01,6,1187,579.0,214.0,9,human_tracking_gold
01,6,1200,423.0,39.0,9,human_tracking_gold
01,6,1203,461.0,62.0,9,human_tracking_gold
01,6,1211,476.0,75.0,9,human_tracking_gold
01,6,1223,474.0,28.0,9,human_tracking_gold
01,6,1229,653.0,342.0,1,human_tracking_gold
01,6,1233,669.0,303.0,9,human_tracking_gold
01,6,1239,572.0,117.5,12,human_tracking_gold
01,6,1249,343.0,51.0,9,human_tracking_gold
01,6,1250,339.0,29.0,9,human_tracking_gold
01,6,1268,116.0,33.5,2,human_tracking_gold
01,6,1292,23.0,274.0,1,human_tracking_gold
01,7,845,84.0,109.0,9,human_tracking_gold
01,7,855,69.0,123.0,9,human_tracking_gold
01,7,861,163.0,151.0,9,human_tracking_gold
01,7,865,119.0,194.0,9,human_tracking_gold
01,7,872,106.0,235.0,9,human_tracking_gold
01,7,874,124.0,236.0,9,human_tracking_gold
01,7,878,128.0,256.0,9,human_tracking_gold
01,7,879,90.0,57.0,9,human_tracking_gold
01,7,880,681.0,147.0,9,human_tracking_gold
01,7,881,210.0,100.0,9,human_tracking_gold
01,7,896,277.0,115.0,9,human_tracking_gold
01,7,901,258.0,109.0,9,human_tracking_gold
01,7,905,272.0,150.0,9,human_tracking_gold
01,7,909,609.0,423.0,9,human_tracking_gold
01,7,919,587.0,450.0,9,human_tracking_gold
01,7,923,558.0,450.0,9,human_tracking_gold
01,7,926,634.0,488.0,9,human_tracking_gold
01,7,927,648.0,497.0,9,human_tracking_gold
01,7,934,681.0,461.0,9,human_tracking_gold
